iso3;iso2;imfn;country;region;income;year;ai01;ai02;ai03;ai04;ai05;ai06;ai07;ai08;ai09;ai10;ai11;ai12;ai13;ai14;ai17;ai18;ai19;ai20;ai21;ai22;ai23;ai24;ai25;ai26;ai27;ai28;ai29;ai30;ai31;ai32;ai33;ai34;ai35;ai36;am01;am02;am03;di01;di02;di03;di04;di05;di06;di07;di08;di09;di10;di11;di12;di13;di14;dm01;dm02;dm03;dm04;dm05;dm06;dm07;dm08;dm09;dm10;dm11;dm12;dm13;dm14;dm15;dm16;ei01;ei02;ei03;ei04;ei05;ei06;ei07;ei08;ei09;ei10;em01;si01;si02;si03;si04;si05;si06;si07;sm01;oi01;oi02;oi06;oi07;oi08;oi09;oi10;oi11;oi12;oi13;oi14;oi15;oi16;oi16a;oi17;oi18;oi19;oi20a;om01;om02
CHN;CN;924;China;East Asia & Pacific;Upper middle income;2019;33.21;8.86;;;;;;;;;;;;;;;;;;;;;95.55;;;;;;;;;;;;92.41;86.95;24.91;163.99;194.88;;99.22;196.21;1.53;13.18;50.14;2.34;1.20;21.61;163.99;1.89;165.39;59.63;127.79;61.20;37.78;7.91;0.16;8.07;6.24;2.71;3.64;1.97;4.53;4.11;4.28;121.14;4.39;2.14;2.85;27.35;0.81;0.87;10.91;31.17;32.23;1.04;13.11;214.29;24.11;1.86;9.31;308.69;14.64;20.85;186.08;19.72;44.34;50.14;54.68;23800000.00;0.18;8.11;6.00;3.32;9;0.13;8.31;;;;;3.16;;;2.70;-5.15
CHN;CN;924;China;East Asia & Pacific;Upper middle income;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.83;182.43;218.22;;99.32;211.39;1.50;;53.27;;;;182.43;;182.43;82.96;214.50;;;;;;;;;;1.22;4.39;6.05;172.37;;2.26;;21.82;0.79;0.81;9.91;30.52;;0.96;11.73;258.55;23.97;;;322.27;;19.94;;20.12;44.41;53.27;54.80;27700000.00;0.08;8.46;6.88;3.71;11;0.13;;;;;;;;;2.96;8.07
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.88;18.88;;;;;;9.51;;;;18.88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;205.50;;;;;;9.51;;;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.96;19.96;;;;;;8.98;;;;19.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219.65;;;;;;8.98;;;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.86;10.43;;;10.55;;;4.21;;;;8.86;;18.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;224.16;;;;;;4.21;;935.20;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.67;11.58;;97.97;11.48;0.24;;4.54;;;;10.67;;19.60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;202.44;;;;;;4.54;;1051.10;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.17;14.04;;;14.55;;;7.31;;;;13.17;;20.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153.58;;;;;;7.31;;1419.02;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.31;12.71;;;13.27;;;6.71;;;;11.31;;19.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177.96;;;;;;6.71;;1374.13;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02;12.16;;97.75;13.00;0.28;;6.39;;;;11.02;;19.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169.48;;;;;;6.39;;1451.65;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.72;12.94;;96.94;13.06;0.41;;6.58;;;;11.72;;20.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169.59;;;;;;6.58;;1534.01;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.60;12.92;;99.44;14.66;0.07;;8.21;;;;12.60;;20.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141.24;;;;;;8.21;;1810.26;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.94;14.24;;;16.83;;;10.31;;;;13.94;;22.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122.51;;;;;;10.31;;1922.90;;;;;;;;;;;;;;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.11;14.13;;;16.88;;;10.31;;;;14.11;;23.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131.71;;;;;;10.31;;2130.38;;;;;;;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.22;16.24;;98.63;17.74;0.23;;10.36;;;;16.22;;25.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.17;;;;;;10.36;;2400.77;;;;;;;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.49;18.52;;96.44;17.64;0.68;;10.00;;;;18.49;;28.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169.95;;;;;;10.00;;2473.94;;;;;;;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.83;20.86;;99.96;18.40;0.01;;11.14;;;;20.83;;31.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169.14;;;;;;11.14;;2980.59;;0.36;;;;;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.93;23.96;;;22.40;;;14.37;;;;23.93;;32.98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144.68;;;;;;14.37;;4241.82;;0.29;;;;;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.61;23.63;;;20.16;;;12.58;;;;23.61;;35.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172.55;;;;;;12.58;;4306.36;;0.23;;;;0.31;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.78;25.12;;97.63;22.97;0.61;;15.85;;;;24.78;;34.92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137.87;;;;;;15.85;;5300.65;;0.41;;;;0.31;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.65;28.78;;;25.83;;;18.95;;;;28.65;;39.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134.13;;;;;;18.95;;7868.92;;0.30;;;;0.25;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.62;28.89;;99.13;24.72;0.25;;17.61;;;;28.62;;38.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155.55;;;;;;17.61;;9009.40;;0.27;;;;0.28;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.15;31.12;;95.69;22.06;1.40;;14.51;;;;30.15;;40.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199.20;;;;;;14.51;;8049.09;;0.23;;;;0.31;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.37;29.80;;90.49;19.84;3.13;;12.65;;;;29.37;;40.76;;;;;;;;;;;;;;;;;;;;;;;;0.60;;;;;;;229.03;;;;;;12.65;;6544.15;;0.22;;;;0.32;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.32;30.77;;85.28;20.47;5.31;;13.11;;;;30.32;;41.76;;;;;;;;;;;;;;;;;;;;;;;;0.62;;;;;;;226.69;;;;;;13.11;;5189.52;;0.24;;;;0.37;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.79;30.29;;80.72;19.47;7.23;;12.92;;;;29.79;;41.11;;;;;;;;;;;;;;;;;;;;;;;;0.69;;;;;;;231.37;;;;;;12.92;;4410.16;;0.22;;;;0.38;;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.75;31.24;;77.79;19.50;8.92;;12.88;;;;30.75;;42.26;;;;;;;;;;;;;;;;;;;;;;;;0.68;;;;;;;235.01;;;;;;12.88;;3587.05;;0.22;;;;0.40;46.87;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.54;27.02;;76.67;20.36;8.22;;13.36;;;;26.54;;36.41;;;;;;;;;;;;;;;;;;;;;;;;0.66;;;;;;;200.96;;;;;;13.36;;3585.07;;0.19;;;;0.36;40.97;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.77;26.01;;77.16;22.08;7.70;;14.82;;;;24.77;;34.05;;;;;;;;;;;;;;;;;;;;;;;;1.71;;;;;;;165.91;;;;;;14.82;;4983.12;-0.01;0.21;;;;0.34;42.38;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.19;25.89;;77.62;21.98;7.46;;14.68;;;;24.19;;33.86;;;;;;;;;;;;;;;;;;;;;;;;2.35;;;;;;;166.21;;;;;;14.68;;5929.94;;0.21;;;;0.39;37.11;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.27;29.62;;81.08;22.20;6.91;;14.88;;;;27.27;;37.94;;;;;;;;;;;;;;;;;;;;;;;;3.25;;;;;;;177.23;;;;;;14.88;;6617.80;;0.18;;;;0.43;36.96;;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.25;29.80;;81.76;22.49;6.65;;15.35;;;;27.25;;37.66;;;;;;;;;;;;;;;;;;;;;;;;3.52;;;;;;;180.02;;;;;;15.35;;5667.81;;0.16;;;;0.42;32.83;;;;;;1;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.38;27.27;;82.69;20.17;5.71;;14.23;;;;25.38;;35.55;;;;;;;;;;;;;;;;;;;;;;;;2.61;;;;;;;183.37;;;;;;14.23;;5211.56;;0.07;;;;0.36;34.27;;;;;;1;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.16;28.04;;81.99;20.81;6.16;;14.11;;;;26.16;;36.50;;;;;;;;;;;;;;;;;;;;;;;;2.61;;;;;;;186.89;;;;;;14.11;;5400.17;;;;;;0.41;29.59;;;;;;1;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.75;27.78;;82.27;20.69;5.99;;14.33;;;;25.75;;36.01;;;;;;;;;;;;;;;;;;;;;;;;2.81;;;;;;;180.92;;;;;;14.33;;5194.01;;;;;;0.40;26.68;;;;;;1;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.76;28.32;;82.86;20.50;5.86;;14.25;;;;22.76;;32.06;;;;;;;;;;;;;;;;;;;;;;;;7.68;;;;;;;173.92;;;;;;14.25;;4692.02;;;;;;0.44;22.70;;;;;;1;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.32;25.52;;80.15;19.08;6.32;;12.73;;;;20.32;;28.66;3.01;;;;;;;;;;;;;;;;;;;;;;;7.18;;;;;;;165.84;;;;;;12.73;;4207.10;;;;;;0.52;19.88;;;;;;0;;2.26;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.98;17.92;;72.52;18.98;6.79;;12.78;;;;12.98;;18.52;0.23;;;;;;;;;;;;;;;;;;;;;;;6.82;;;;;;;115.74;;;;;;12.78;;3316.32;;;;;;1.33;25.42;;;;;;0;;2.18;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.14;18.03;;78.15;18.84;5.04;;12.86;0.33;0.84;;13.14;;18.50;0.57;;;;;;;;;;;;;;;;;;;;;;;6.76;;;;;;;96.80;;;;;;12.86;;4166.66;;;44.75;102.29;147;1.37;23.02;67.00;;;;;0;;2.18;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.84;16.65;;76.47;17.31;5.12;;11.75;0.34;0.80;;11.84;;16.73;0.51;;;;;;;;;;;;;;;;;;;;;;;6.66;;;;;;;100.65;;;;;;11.75;;3921.32;;;49.29;85.53;135;1.21;17.30;70.00;;;;;0;;2.11;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.13;16.53;;77.68;17.00;4.75;;10.90;0.38;0.62;;12.13;;17.09;;;;;;;;;;;;;;;;;;;;;;;;6.08;;;;;;;106.23;;;;;;10.90;;3648.15;;;44.31;76.02;120;1.16;26.94;64.00;;;;;0;;;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.54;15.55;;73.65;16.57;5.56;;10.18;0.42;0.74;;11.54;;15.95;14.47;0.15;;;;10.09;10.09;;;;;;;;;;;;;;;;;5.54;;;1.04;;;;114.24;;;;;;10.18;;4054.11;;10.09;38.55;104.20;143;1.13;23.41;64.00;;;;;0;;2.25;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.30;13.93;;71.10;15.91;5.66;;10.01;0.45;0.76;;10.30;;14.44;10.45;0.61;;;;10.19;10.19;;;;;;;;;;;;;;;;;5.02;;;5.83;;;;109.27;;;;;;10.01;;3342.23;;10.19;33.01;89.75;123;1.11;25.81;64.00;;;;;0;;2.37;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.77;13.86;;73.08;15.61;5.10;;9.63;0.44;0.73;;10.77;;15.06;4.06;0.31;;;;11.67;11.67;;;;;;;;;;5.39;;42.74;5.18;0.91;10.56;63.17;4.26;1.47;16.96;7.56;16.99;;;110.77;;20.81;;;77.21;9.63;90.51;2941.64;;11.64;60.58;114.59;175;1.11;28.93;64.00;;;;;0;;2.49;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.51;13.90;;76.24;16.23;4.33;;9.02;0.39;0.55;2.77;10.51;;14.17;8.79;0.08;;;;11.08;11.08;;;;;;;;;;5.21;;42.45;5.33;0.54;7.92;68.54;4.11;0.99;12.98;0.87;17.18;;;115.53;;20.90;;;77.24;9.02;90.75;3066.60;;11.07;34.73;96.08;131;1.04;32.51;75.00;;;;;0;;2.25;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.02;13.06;;75.74;20.19;4.18;;10.28;0.44;0.63;2.66;10.02;;14.03;10.60;0.14;;;;9.95;9.95;;;;;;;;;;5.45;;45.88;6.06;0.34;3.58;69.25;3.65;0.73;7.72;1.33;18.47;;;97.60;;22.66;;;79.28;10.28;94.66;4652.41;;9.91;47.28;75.75;123;0.97;34.28;75.00;;;;;0;;2.21;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.73;11.62;;76.77;14.31;3.52;;9.58;0.43;0.62;2.41;8.73;;12.50;10.76;0.16;;;;7.96;7.96;;;;;;;;;;5.99;;45.41;6.64;0.49;4.50;70.50;3.67;0.82;7.48;1.47;20.82;;;97.36;;29.21;;;71.82;9.58;89.60;4029.67;;7.94;36.20;70.49;107;0.92;35.98;69.00;;;;;0;;2.22;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2004;75.56;1.38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.63;12.65;;80.64;15.99;3.04;;10.35;0.51;0.66;2.97;9.63;;13.44;12.56;0.30;;;;7.28;7.28;;;;;;;;;;5.26;;47.77;5.57;0.80;6.70;65.18;3.58;1.30;10.93;2.41;22.65;;;89.86;;31.12;;;75.08;10.35;90.60;4621.99;;7.27;21.21;66.24;87;0.96;31.60;69.00;;;;;0;;2.17;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2005;78.33;1.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.44;12.27;;82.65;16.71;2.58;;10.53;0.56;0.67;3.22;9.44;;12.45;13.65;0.20;;;;6.98;6.98;;0.08;2.76;2.30;;;;;;5.17;;50.05;6.14;0.30;8.34;69.14;5.13;0.92;13.59;1.50;21.71;;;90.02;;26.20;;;63.23;10.53;82.46;4168.02;;6.97;25.16;63.16;88;0.96;26.63;69.00;90.00;;;;0;;2.12;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2006;71.03;1.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.92;13.28;;86.44;17.84;2.08;;11.30;0.60;0.65;3.19;9.92;;14.40;23.32;0.60;;;;6.62;6.62;;0.12;3.22;2.61;;;;;;5.12;;52.15;6.62;1.75;15.79;70.95;4.44;2.35;21.29;2.58;21.78;;;85.23;;25.10;;;60.88;11.30;78.38;5004.09;;6.62;45.73;63.50;109;0.94;32.35;71.00;100.00;;;;0;;2.13;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2007;72.50;1.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.29;14.84;;88.34;21.05;1.96;;13.02;0.62;0.66;3.60;11.29;;17.16;40.77;0.81;;;;5.74;5.74;;0.16;3.92;2.77;;;;;;4.63;;56.15;6.17;1.86;17.75;66.60;4.35;2.45;23.37;1.98;20.92;;;80.67;;23.87;;;62.89;13.02;83.92;6642.99;;5.73;40.41;54.89;95;0.91;32.37;71.00;;;;;0;;1.98;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2008;80.00;2.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.29;13.77;;88.49;19.99;1.79;;12.62;0.61;0.67;3.47;11.29;;16.86;29.14;1.20;;;;4.75;4.75;;0.16;3.40;2.30;;;;;;4.74;;54.53;5.91;1.73;17.58;65.86;3.34;2.30;23.39;4.12;19.34;;;86.86;;19.92;;;61.04;12.62;86.60;6630.04;;4.73;38.77;46.79;86;0.82;25.36;73.00;;;;;0;;1.94;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2009;101.87;2.71;11.50;10.10;;;;;;;;;;;;;;;;;;;;;67.40;13.90;8.30;43.20;55.90;15.10;;3.70;4.70;66.60;;;;11.84;14.34;;81.51;22.16;3.25;;13.49;0.62;0.62;3.44;11.84;;17.65;25.13;0.99;;;;4.67;4.67;;0.19;3.46;2.46;;;;;;5.14;;52.38;6.32;1.44;24.53;68.50;3.74;2.03;30.90;3.93;23.08;;;83.46;;21.18;;;62.55;13.49;88.51;7827.79;;4.65;27.28;36.58;64;1.30;16.84;71.00;;;;;0;;1.89;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2010;127.11;4.29;;;;;;;;;;;;;;;;;;;;;3.69;;;;;;;;;;;;;;;11.96;15.84;;83.56;24.37;3.12;;14.71;0.67;0.64;3.59;11.96;;18.36;28.74;0.91;;;;10.41;10.41;;0.21;5.11;2.32;;;;;;4.14;;52.50;5.55;1.52;15.83;72.57;5.09;1.92;20.08;3.17;20.12;;;77.65;;19.24;;;71.95;14.71;96.06;8458.15;;10.41;31.05;33.18;64;1.50;16.25;71.00;;;;;0;;1.90;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2011;213.78;4.31;;;;;;;;;;;;;;;;;;;;;4.46;;;;;;;;;;;;;;;12.23;16.59;;80.73;27.45;3.96;;17.97;0.66;0.60;3.99;12.23;;19.01;24.74;0.46;;;;10.10;10.10;;;;;;;;;;4.17;;54.65;6.07;0.10;14.55;77.93;5.82;0.39;17.75;1.85;19.07;;;68.53;;27.11;;;58.87;17.97;84.29;8804.08;;10.10;28.48;26.99;55;1.56;18.65;71.00;;;;;0;7;1.85;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2012;178.79;4.53;;;;;;;;;;;;;;;;;;;;;4.32;;;;;;;;;;;;;;;12.15;16.66;;80.80;25.97;3.96;;17.19;0.68;0.59;3.71;12.15;;18.54;;0.65;;;;9.47;9.47;;;;;;;;;;3.69;;60.07;5.46;1.01;12.76;70.71;5.89;1.36;16.84;;17.31;;;66.52;;26.71;;;57.78;17.19;82.01;9428.41;;9.47;19.29;26.77;46;1.37;15.41;71.00;;;;;0;6;1.72;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2013;181.87;4.46;;;;;;;;;;;;;;;;;;;;;5.57;;;;;;;;;;;;;;;13.22;17.88;;82.69;25.63;3.74;;17.19;0.67;0.61;3.54;13.22;;19.58;37.79;1.17;;;;8.00;8.00;;;;;;;;;0.00;3.55;;61.18;6.05;2.35;18.76;77.68;6.41;2.59;21.55;3.11;17.25;;;69.92;;20.01;;;53.64;17.19;76.28;10820.05;;8.00;11.14;21.68;33;1.23;13.69;71.00;;;;;0;6;1.68;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2014;198.63;4.63;;;15.14;8.85;2.26;9.55;;1.71;1.92;63.23;22.88;48.69;2.43;35.54;;1.18;5.46;27.56;3.15;16.30;6.61;2.58;;;;;;;;;;;;;;14.23;19.88;;84.75;26.30;3.58;;18.32;0.63;0.56;3.39;14.23;;20.29;33.11;1.13;;;;9.10;9.10;;;;;;;;;0.00;2.61;;64.11;4.25;1.52;21.80;66.60;7.61;1.77;25.06;3.41;15.94;;;70.81;;19.65;;;61.93;18.32;84.27;10965.86;;9.10;17.54;19.30;37;1.09;12.49;;;;;;0;6;1.68;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2015;188.55;4.92;;;;;;;;;;;;;;;;;;;;;6.75;;;;;;;;;;;;;;;16.45;22.41;;86.59;27.92;3.47;;19.69;0.61;0.58;3.29;16.45;;16.74;27.27;1.14;;;;9.68;9.68;;;;;;;;;0.00;2.98;;62.45;4.22;1.66;22.08;62.92;7.90;1.91;25.37;4.18;15.95;;;74.08;;16.89;;;49.36;19.69;69.66;11629.20;0.53;9.68;13.29;11.40;25;0.73;11.04;;;;;;0;7;1.68;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2016;211.68;5.05;21.30;14.20;;;;;;;;;;;;;;;;;;;6.80;;88.30;23.60;15.30;85.70;156.80;33.40;17.50;14.90;7.20;69.10;;;;17.73;24.70;;86.54;27.64;3.84;;19.62;0.63;0.61;3.29;17.73;;17.83;25.78;;;;;9.15;9.15;;;;;;;;;0.01;2.94;;60.41;3.85;1.81;24.50;60.51;9.46;2.09;28.24;;15.94;;;85.45;;16.16;;;49.80;19.62;69.03;11459.51;;9.15;9.03;9.98;19;0.71;11.59;;;;;;0;5;1.80;
CIV;CI;662;Côte d'Ivoire;Sub-Saharan Africa;Lower middle income;2017;262.77;5.19;;;14.77;6.44;2.22;2.69;;5.19;3.04;48.98;20.70;39.17;;25.07;;1.35;7.08;35.39;9.48;23.76;7.10;2.29;;;;;;;;;;;;;;19.56;27.47;;87.88;28.63;3.79;;20.93;0.66;0.56;3.41;19.56;;19.60;24.20;;;;;12.36;12.36;0.54;0.29;21.49;0.24;0.27;;4.98;;0.01;3.99;;48.74;4.00;1.74;23.48;59.75;10.69;2.05;27.59;;15.89;;;87.43;;24.35;;;49.29;20.93;67.14;13942.27;;12.36;4.98;11.05;16;0.60;12.18;;;;;;0;;1.84;
